,Company_name,Bar_origin,Ref,Review_date,Cocoa_percentage,Company_location,Rating,Bean_origin
656,Forteza (Cortes),Puerto Rico,1776,2016,80%,Puerto Rico,2.75,Domincan Republic
657,Fossa,"Akesson's E., Sambirano V.",1772,2016,70%,Singapore,2.75,Madagascar
658,Fossa,"Camino Verde P., Balao, Guayas",1776,2016,75%,Singapore,3.5,Ecuador
659,Fossa,"Kokoa Kamili Coop, Kilombero",1776,2016,67%,Singapore,3.75,Tanzania
660,Franceschi,Choroni,1355,2014,70%,Venezuela,3.5,Venezuela
661,Franceschi,Ocumare,1355,2014,70%,Venezuela,3.75,Venezuela
662,Franceschi,Canoabo,911,2012,70%,Venezuela,3.75,Venezuela
663,Franceschi,Sur del Lago,915,2012,60%,Venezuela,3.5,Venezuela
664,Frederic Blondeel,Costa Rica,1538,2015,70%,Belgium,3.5,Costa Rica
665,Frederic Blondeel,Peru Brutus,1538,2015,75%,Belgium,3.5,Peru
666,Frederic Blondeel,Vietnam,1542,2015,80%,Belgium,3.0,Vietnam
667,Frederic Blondeel,Ghana,1351,2014,60%,Belgium,3.5,Ghana
668,Frederic Blondeel,Madagascar,1351,2014,65%,Belgium,3.5,Madagascar
669,French Broad,"Norandino, batch 161208",1940,2017,70%,U.S.A.,3.5,Peru
670,French Broad,Guatemala,1634,2015,73%,U.S.A.,3.5,Guatemala
671,French Broad,San Andres,1209,2014,80%,U.S.A.,3.0,Costa Rica
672,French Broad,Matagalpa,1295,2014,68%,U.S.A.,3.25,Nicaragua
673,French Broad,"Palo Blanco, Chulucanas",1042,2013,66%,U.S.A.,3.5,Peru
674,French Broad,Tumbes Coop,883,2012,70%,U.S.A.,2.5,Peru
675,French Broad,"Palo Blanco, Chulucanas",883,2012,61%,U.S.A.,3.5,Peru
676,French Broad,"Palo Blanco w/ panela, Chulucanas",887,2012,81%,U.S.A.,2.0,Peru
677,French Broad,"Maranon Canyon, Fortunato No. 4",781,2011,70%,U.S.A.,3.5,Peru
678,French Broad,La Red,785,2011,65%,U.S.A.,3.5,Dominican Republic
679,Fresco,"Maranon, #228, MR, SC",1383,2014,70%,U.S.A.,3.0,Peru
680,Fresco,"Maranon, #227, LR, MC",1383,2014,70%,U.S.A.,3.5,Peru
681,Fresco,"Maranon, #229, MR, LC",1383,2014,70%,U.S.A.,3.5,Peru
682,Fresco,"Maranon, #230, DR, LC",1387,2014,70%,U.S.A.,3.5,Peru
683,Fresco,"Conacado, #223, MR, SC",1030,2013,72%,U.S.A.,3.25,Dominican Republic
684,Fresco,"Conacado, #224, MR, MC",1081,2013,72%,U.S.A.,3.75,Dominican Republic
685,Fresco,"San Martin, Bellavista Coop, #226, DR, MC",1117,2013,70%,U.S.A.,3.75,Peru
686,Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,70%,U.S.A.,4.0,Peru
687,Fresco,"Markham Valley, #219, LR, MC",899,2012,69%,U.S.A.,3.5,Papua New Guinea
688,Fresco,"Markham Valley, #221, DR, MC",899,2012,69%,U.S.A.,3.5,Papua New Guinea
689,Fresco,"Sambirano Valley, #216, MR, LC",915,2012,74%,U.S.A.,4.0,Madagascar
690,Fresco,"Markham Valley, #220, MR, MC",927,2012,69%,U.S.A.,4.0,Papua New Guinea
691,Fresco,"Markham Valley, #222, LR, 0C",931,2012,69%,U.S.A.,3.0,Papua New Guinea
692,Fresco,"Ghana, #211, MR, MC",636,2011,74%,U.S.A.,2.75,Ghana
693,Fresco,"Jamaica, #209, DR, SC",642,2011,70%,U.S.A.,3.25,Jamaica
694,Fresco,"Conacado, #212, LR, SC",642,2011,72%,U.S.A.,3.5,Dominican Republic
695,Fresco,"Jamaica, #210, DR, MC",642,2011,70%,U.S.A.,3.5,Jamaica
696,Fresco,"Sambirano Valley, #214, LR, MC",682,2011,74%,U.S.A.,2.75,Madagascar
697,Fresco,"Conacado, #213, DR, -C",682,2011,72%,U.S.A.,3.25,Dominican Republic
698,Fresco,"Sambirano Valley, #215, MR, MC",688,2011,74%,U.S.A.,3.0,Madagascar
699,Fresco,"Chuao, #218, MR, MC",745,2011,76%,U.S.A.,3.25,Venezuela
700,Fresco,"Chuao, #217, DR, MC",745,2011,70%,U.S.A.,4.0,Venezuela
701,Fresco,"Jamaica, #204, DR, SC",370,2009,80%,U.S.A.,2.75,Jamaica
702,Fresco,"Jamaica, #206, DR, LC",370,2009,70%,U.S.A.,3.0,Jamaica
703,Fresco,"Jamaica, #205, DR, MC",370,2009,70%,U.S.A.,3.25,Jamaica
704,Fresco,"Carenero Superior, #203, MR, SC",370,2009,65%,U.S.A.,3.5,Venezuela
705,Friis Holm,"Rugoso, Bad Fermentation",1912,2016,70%,Denmark,3.5,Nicaragua
706,Friis Holm (Bonnat),La Dalia,1680,2015,60%,Denmark,3.0,Nicaragua
707,Friis Holm (Bonnat),La Dalia,1680,2015,85%,Denmark,3.25,Nicaragua
708,Friis Holm (Bonnat),La Dalia,1259,2014,70%,Denmark,3.5,Nicaragua
709,Friis Holm (Bonnat),"Barba, Xoco",1034,2013,70%,Denmark,3.25,Nicaragua
710,Friis Holm (Bonnat),"Medagla, Xoco",1034,2013,70%,Denmark,3.5,Nicaragua
711,Friis Holm (Bonnat),"Chuno, triple turned, Xoco",895,2012,70%,Denmark,3.25,Nicaragua
712,Friis Holm (Bonnat),"Red Mayan, Xoco",899,2012,70%,Denmark,3.25,Honduras
713,Friis Holm (Bonnat),"Chuno, double turned, Xoco",899,2012,70%,Denmark,3.25,Nicaragua
714,Friis Holm (Bonnat),"Rugoso, Xoco",923,2012,70%,Denmark,3.75,Nicaragua
715,Friis Holm (Bonnat),"Johe, Xoco",623,2011,70%,Denmark,3.25,Nicaragua
716,Friis Holm (Bonnat),"Chuno, Xoco",623,2011,70%,Denmark,3.5,Nicaragua
717,Friis Holm (Bonnat),"Nicaliso, Xoco",623,2011,70%,Denmark,3.5,Nicaragua
718,Fruition,"Wild Bolivian, Batch 2",1780,2016,74%,U.S.A.,3.75,Bolivia
719,Fruition,"Coto Brus, Heirloom, Batch 1",1780,2016,74%,U.S.A.,4.0,Costa Rica
720,Fruition,Gran Couva,1347,2014,70%,U.S.A.,3.75,Trinidad
721,Fruition,Maranon,1359,2014,76%,U.S.A.,3.0,Peru
722,Fruition,La Red,1046,2013,70%,U.S.A.,3.75,Dominican Republic
723,Fruition,Camino Verde,1185,2013,75%,U.S.A.,3.0,Ecuador
724,Fruition,Peru,863,2012,70%,U.S.A.,2.5,Peru
725,Fruition,Signature Blend,753,2011,66%,U.S.A.,3.25,Costa Rica
726,Fruition,Costa Rica,781,2011,70%,U.S.A.,3.0,Costa Rica
727,Garden Island,"Kaua'I, Alea Estate +world",1367,2014,85%,U.S.A.,2.5,Hawaii
728,Georgia Ramon,Akesson P.,1642,2015,65%,Germany,3.25,Madagascar
729,Georgia Ramon,ABOCFA Coop,1642,2015,70%,Germany,4.0,Ghana
730,Georgia Ramon,Conacado Coop,1646,2015,70%,Germany,3.5,Domincan Republic
731,Georgia Ramon,Conacado Coop,1646,2015,80%,Germany,3.5,Domincan Republic
732,Georgia Ramon,Akesson P.,1646,2015,75%,Germany,3.5,Madagascar
733,Glennmade,"Toledo District, 2015 Harvest",1848,2016,70%,U.S.A.,3.5,Belize
734,Glennmade,Bahia,1672,2015,66%,U.S.A.,3.0,Brazil
735,Goodnow Farms,"Almendra Blanca, batch 1004",1924,2016,77%,U.S.A.,2.75,Mexico
736,Goodnow Farms,"El Carmen, batch 1003",1924,2016,77%,U.S.A.,3.25,Nicaragua
737,Goodnow Farms,"Asochivite, batch 1005",1924,2016,77%,U.S.A.,3.25,Guatemala
738,Grand Place,"Ben Tre, Dong Nai",741,2011,72%,Vietnam,3.0,Vietnam
739,Green & Black's (ICAM),Dark,15,2006,70%,U.K.,2.5,nan
740,Green Bean to Bar,Madagascar,1896,2016,70%,Japan,3.5,Madagascar
741,Grenada Chocolate Co.,Grenada,494,2010,82%,Grenada,3.25,Grenada
742,Grenada Chocolate Co.,Grenada,363,2009,60%,Grenada,2.75,Grenada
743,Grenada Chocolate Co.,Grenada,241,2008,71%,Grenada,2.5,Grenada
744,Guido Castagna,Arriba,355,2009,64%,Italy,3.0,Ecuador
745,Guido Castagna,Ghana,355,2009,64%,Italy,3.0,Ghana
746,Guido Castagna,Trinidad & Tobago,355,2009,64%,Italy,3.0,"Trinidad, Tobago"
747,Guido Castagna,Lacri Blend,355,2009,76%,Italy,3.0,Venezuela
748,Guido Castagna,Blend,355,2009,64%,Italy,3.25,"Ven, Trinidad, Ecuador"
749,Guittard,"Epique, Blend No. 49",1602,2015,70%,U.S.A.,3.75,nan
750,Guittard,Haiti,1053,2013,65%,U.S.A.,2.75,Haiti
751,Guittard,Nicaragua,1053,2013,65%,U.S.A.,2.75,Nicaragua
752,Guittard,Jamaica,1053,2013,65%,U.S.A.,3.25,Jamaica
753,Guittard,Ecuador,1053,2013,65%,U.S.A.,3.5,Ecuador
754,Guittard,Coucher du Soleil,654,2011,72%,U.S.A.,2.75,nan
755,Guittard,Lever du Soleil,654,2011,61%,U.S.A.,3.25,nan
756,Guittard,Onyx,654,2011,72%,U.S.A.,3.25,nan
757,Guittard,Trinidad,552,2010,65%,U.S.A.,3.0,Trinidad
758,Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,55%,U.S.A.,3.0,Hawaii
759,Guittard,Nocturne,387,2009,91%,U.S.A.,3.0,nan
760,Guittard,Complexite,387,2009,70%,U.S.A.,3.5,nan
761,Guittard,Machu Pichu,259,2008,65%,U.S.A.,3.0,Peru
762,Guittard,Special Maker Reserve,276,2008,64%,U.S.A.,3.0,nan
763,Guittard,Ocumare,276,2008,65%,U.S.A.,3.5,Venezuela
764,Guittard,Quetzalcoatl,147,2007,72%,U.S.A.,3.5,nan
765,Guittard,Chucuri,15,2006,65%,U.S.A.,3.0,Colombia
766,Guittard,Sur del Lago,87,2006,65%,U.S.A.,2.5,Venezuela
767,Guittard,"Sambirano, Ambanja",87,2006,65%,U.S.A.,3.5,Madagascar
768,Guittard,"Los Rios, Quevedo",93,2006,65%,U.S.A.,3.5,Ecuador
769,Guittard,Tsaranta,93,2006,61%,U.S.A.,3.5,nan
770,Guittard,Semisweet,99,2006,61%,U.S.A.,3.0,nan
771,Habitual,Papua New Guinea,1197,2014,80%,Canada,2.75,Papua New Guinea
772,Habitual,Campesino w/ nibs,1197,2014,74%,Canada,2.75,nan
773,Habitual,Dominican Republic,1197,2014,75%,Canada,3.25,Dominican Republic
774,Habitual,Trinitario,1197,2014,70%,Canada,3.5,nan
775,Habitual,Downtown London,1201,2014,65%,Canada,2.75,nan
776,Habitual,Africa meets Latina,1201,2014,70%,Canada,3.0,nan
777,Habitual,Amazonas,1201,2014,80%,Canada,3.0,nan
778,Habitual,Sharkey,1201,2014,66%,Canada,3.25,Hawaii
779,Habitual,one hundred,1205,2014,100%,Canada,2.0,nan
780,Hachez,Arriba,166,2007,77%,Germany,2.5,Ecuador
781,Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,55%,Ecuador,2.75,Ecuador
782,Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,70%,Ecuador,3.0,Ecuador
783,Haigh,South America and Africa,701,2011,70%,Australia,3.0,"South America, Africa"
784,Harper Macaw,"Vale do Juliana, w/ nibs",1808,2016,85%,U.S.A.,3.25,Brazil
785,Harper Macaw,Brazil Blend,1696,2015,67%,U.S.A.,3.0,Brazil
786,Harper Macaw,"Tome Acu E., Amazon Rainforest",1700,2015,77%,U.S.A.,3.5,Brazil
787,Harper Macaw,"Vale do Juliana E., Atlantic Forest",1700,2015,74%,U.S.A.,3.5,Brazil
788,Heilemann,Peru,1876,2016,64%,Germany,2.75,Peru
789,Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",1748,2016,70%,U.S.A.,3.25,Belize
790,Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",1748,2016,74%,U.S.A.,3.5,Costa Rica
791,Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",1239,2014,67%,U.S.A.,3.5,Bolivia
792,Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,67%,U.S.A.,3.0,Bolivia
793,Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,67%,U.S.A.,3.75,Ecuador
794,Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",1243,2014,67%,U.S.A.,3.75,Hawaii
795,Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",1744,2016,72%,U.S.A.,3.5,Hawaii
796,Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,70%,U.S.A.,3.5,Ecuador
797,Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,77%,U.S.A.,3.5,Ecuador
798,Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",1744,2016,68%,U.S.A.,3.75,Bolivia
799,Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,72%,U.S.A.,4.0,Bolivia
800,hello cocoa,Uganda,1458,2015,57%,U.S.A.,2.75,Uganda
801,hello cocoa,Venezuela,1462,2015,74%,U.S.A.,3.5,Venezuela
802,hexx,Tanzania,1546,2015,70%,U.S.A.,2.75,Tanzania
803,hexx,Madagascar,1546,2015,74%,U.S.A.,3.0,Madagascar
804,hexx,Venezuela,1546,2015,70%,U.S.A.,3.0,Venezuela
805,hexx,Ecuador,1550,2015,73%,U.S.A.,3.25,Ecuador
806,hexx,Peru,1550,2015,70%,U.S.A.,3.25,Peru
807,Hogarth,Akesson's Estate,1712,2016,70%,New Zealand,2.75,Madagascar
808,Hogarth,Carenero Superior,1712,2016,72%,New Zealand,2.75,Venezuela
809,Hogarth,Conacado,1712,2016,75%,New Zealand,3.25,Domincan Republic
810,Hogarth,Gran Blanco,1712,2016,66%,New Zealand,3.5,Peru
811,Hoja Verde (Tulicorp),Arriba,414,2009,80%,Ecuador,2.0,Ecuador
812,Hoja Verde (Tulicorp),Manabi,414,2009,80%,Ecuador,2.5,Ecuador
813,Hoja Verde (Tulicorp),Arriba,414,2009,72%,Ecuador,3.0,Ecuador
814,Hoja Verde (Tulicorp),Arriba,414,2009,58%,Ecuador,3.25,Ecuador
815,Hoja Verde (Tulicorp),Manabi,414,2009,58%,Ecuador,3.5,Ecuador
816,Holy Cacao,Maranon,1872,2016,70%,Israel,2.75,Peru
817,Holy Cacao,"Camino Verde P., Balao, Guayas",1466,2015,70%,Israel,3.5,Ecuador
818,Holy Cacao,Sambirano,1466,2015,70%,Israel,3.5,Madagascar
819,Holy Cacao,Gran Couva,1466,2015,70%,Israel,3.5,Trinidad
820,Holy Cacao,Mara,1466,2015,70%,Israel,3.5,Venezuela
821,Holy Cacao,Ivory Coast,431,2009,70%,Israel,2.5,Ivory Coast
822,Holy Cacao,Hispaniola,431,2009,70%,Israel,2.75,Dominican Republic
823,Holy Cacao,San Martin,431,2009,70%,Israel,3.5,Peru
824,Holy Cacao,Hispaniola w/ nibs,431,2009,75%,Israel,3.75,Dominican Republic
825,Honest,"Ecuador, w/ nibs",1327,2014,72%,South Africa,2.5,Ecuador
826,Hotel Chocolat,"Pepiniere, single Cote",1654,2015,70%,U.K.,2.75,St. Lucia
827,Hotel Chocolat,"Marcial, single Cote, 2012",1030,2013,70%,U.K.,4.0,St. Lucia
828,Hotel Chocolat,"Island Growers, 2012, 120hr c.",1113,2013,100%,U.K.,1.75,St. Lucia
829,Hotel Chocolat (Coppeneur),Trinidad,1038,2013,75%,U.K.,3.0,Trinidad
830,Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,1038,2013,80%,U.K.,3.5,Vietnam
831,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",1065,2013,90%,U.K.,3.0,Ecuador
832,Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",1065,2013,72%,U.K.,3.0,Madagascar
833,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",1065,2013,82%,U.K.,3.5,Ecuador
834,Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",1109,2013,100%,U.K.,2.75,Peru
835,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",1113,2013,100%,U.K.,2.5,Ecuador
836,Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",1113,2013,100%,U.K.,2.75,Dominican Republic
837,Hotel Chocolat (Coppeneur),Sambirano,809,2012,66%,U.K.,3.5,Madagascar
838,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",623,2011,80%,U.K.,3.0,Ecuador
839,Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",623,2011,65%,U.K.,3.0,St. Lucia
840,Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",623,2011,65%,U.K.,3.25,St. Lucia
841,Hotel Chocolat (Coppeneur),Ecuador,552,2010,70%,U.K.,2.75,Ecuador
842,Hotel Chocolat (Coppeneur),Santo Domingo,552,2010,70%,U.K.,3.0,Dominican Republic
843,Hotel Chocolat (Coppeneur),Chuao,600,2010,70%,U.K.,2.75,Venezuela
844,Hotel Chocolat (Coppeneur),St. Lucia,245,2008,72%,U.K.,3.0,St. Lucia
845,Hotel Chocolat (Coppeneur),Uganda,296,2008,80%,U.K.,2.5,Uganda
846,Hotel Chocolat (Coppeneur),Tanzania,296,2008,75%,U.K.,2.75,Tanzania
847,Hotel Chocolat (Coppeneur),Uba Budo,300,2008,72%,U.K.,3.0,Sao Tome
848,Hummingbird,Lam Dong,1542,2015,70%,Canada,3.5,Vietnam
849,Hummingbird,Bolivia,1307,2014,70%,Canada,3.0,Bolivia
850,Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",1311,2014,70%,Canada,3.0,Bolivia
851,Hummingbird,Momotombo,1311,2014,70%,Canada,3.0,Nicaragua
852,Hummingbird,Hispaniola,1311,2014,70%,Canada,3.75,Dominican Republic
853,Hummingbird,Zorzal Reserva w/ Charles Kerchner,1387,2014,70%,Canada,3.5,Dominican Republic
854,Hummingbird,"Ocumare, Cumboto",1097,2013,70%,Canada,3.25,Venezuela
855,Hummingbird,Amazonas,1097,2013,70%,Canada,3.75,Venezuela
856,Idilio (Felchlin),"Chuao, Venezuela",1085,2013,72%,Switzerland,3.75,Venezuela
857,Idilio (Felchlin),Coopertiva Amazona,725,2011,72%,Switzerland,3.75,Venezuela
858,Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725,2011,72%,Switzerland,3.75,Venezuela
859,Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",729,2011,72%,Switzerland,3.25,Venezuela
860,Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",733,2011,72%,Switzerland,3.75,Venezuela
861,Idilio (Felchlin),"Porcelana, Zulia",733,2011,74%,Switzerland,4.0,Venezuela
862,Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",737,2011,72%,Switzerland,3.5,Venezuela
863,Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",737,2011,70%,Switzerland,4.0,Venezuela
864,Idilio (Felchlin),Coopertiva Amazona w/ nibs,737,2011,72%,Switzerland,4.0,Venezuela
865,Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737,2011,72%,Switzerland,4.0,Venezuela
866,Indah,India (south),1788,2016,61%,India,2.5,India
867,Indaphoria,La Red,821,2012,70%,U.S.A.,3.25,Dominican Republic
868,Indaphoria,"Conacado, Manifesto",907,2012,70%,U.S.A.,2.75,Dominican Republic
869,Indi,Honduras,1255,2014,77%,U.S.A.,3.0,Honduras
870,iQ Chocolate,"Satipo region, white label",943,2012,72%,Scotland,2.75,Peru
871,iQ Chocolate,black label,943,2012,72%,Scotland,3.0,Peru
872,Isidro,Madagascar,1275,2014,72%,U.S.A.,3.5,Madagascar
873,Isidro,Peru,1279,2014,72%,U.S.A.,2.25,Peru
874,Isidro,Belize,1279,2014,72%,U.S.A.,3.25,Belize
875,Isidro,Dominican Republic,1279,2014,72%,U.S.A.,3.25,Dominican Republic
876,Izard,"Maya Mountain, Toledo, Batch 29",1542,2015,70%,U.S.A.,3.5,Belize
877,Izard,"Elvesia P., Batch 32",1546,2015,70%,U.S.A.,2.75,Dominican Republic
878,Jacque Torres,Trinatario Treasure,5,2006,71%,U.S.A.,2.0,Ghana
879,Jordis,Madagascar,1534,2015,63%,Czech Republic,2.75,Madagascar
880,Just Good Chocolate,Belize,1375,2014,70%,U.S.A.,3.5,Belize
881,Just Good Chocolate,Madagascar,1375,2014,70%,U.S.A.,3.5,Madagascar
882,Just Good Chocolate,Peru,1375,2014,70%,U.S.A.,4.0,Peru
883,Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",1061,2013,70%,Domincan Republic,3.5,Dominican Republic
884,Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,82%,Domincan Republic,3.0,Dominican Republic
885,Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,55%,Domincan Republic,3.25,Dominican Republic
886,Kah Kow,"Rizek Cacao, Domin. Rep.",1073,2013,62%,Domincan Republic,3.25,Dominican Republic
887,Kakao,Peru,837,2012,64%,Germany,2.5,Peru
888,Kakao,Vanuatu,387,2009,65%,Germany,3.75,Vanuatu
889,Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,241,2008,70%,Ecuador,3.0,Ecuador
890,Kallari (Ecuatoriana),Sisa's Secret/ original micro,241,2008,70%,Ecuador,3.5,Ecuador
891,Kallari (Ecuatoriana),Roberto,245,2008,75%,Ecuador,2.75,Ecuador
892,Kallari (Ecuatoriana),Diego/ original micro,248,2008,85%,Ecuador,2.5,Ecuador
893,Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,248,2008,85%,Ecuador,2.75,Ecuador
894,Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,248,2008,85%,Ecuador,3.0,Ecuador
895,Kallari (Ecuatoriana),Cacao Nacional W.F.,263,2008,75%,Ecuador,2.5,Ecuador
896,Kallari (Ecuatoriana),Cacao Nacional W.F.,269,2008,85%,Ecuador,3.0,Ecuador
897,Kaoka (Cemoi),Noir,404,2009,70%,France,2.75,nan
898,Kaoka (Cemoi),Ecuador,423,2009,80%,France,2.75,Ecuador
899,Kerchner,"La Red, Project Reserva, Guaconejo",1133,2013,70%,U.S.A.,3.75,Dominican Republic
900,Ki' Xocolatl,Dark,431,2009,72%,Mexico,2.0,Mexico
901,Kiskadee,"La Red, Guanconjeco",1251,2014,60%,U.S.A.,3.0,Dominican Republic
902,Kto,San Martin,1422,2014,72%,U.S.A.,2.5,Peru
903,Kto,Ocumare,1422,2014,72%,U.S.A.,2.75,Venezuela
904,Kto,Belize,1422,2014,72%,U.S.A.,3.0,Belize
905,Kto,Sambirano Valley,1422,2014,72%,U.S.A.,3.25,Madagascar
906,Kto,Belize,1426,2014,90%,U.S.A.,3.25,Belize
907,Kto,Elvesia,1426,2014,72%,U.S.A.,3.25,Dominican Republic
908,Kto,ROIG,1426,2014,72%,U.S.A.,3.25,Dominican Republic
909,K'ul,"Kafupbo, Petit Bourg, De Borgnes",1840,2016,70%,U.S.A.,3.25,Haiti
910,K'ul,"Maranon, Fortunato No. 4",1852,2016,70%,U.S.A.,2.75,Peru
911,K'ul,"Los Rios, Hacienda Limon, Heirloom",1852,2016,70%,U.S.A.,3.75,Ecuador
912,K'ul,"Bahia, Fazenda Camboa",1852,2016,70%,U.S.A.,3.75,Brazil
913,Kyya,Uganda,1359,2014,72.5%,U.S.A.,2.5,Uganda
914,Kyya,Hispaniola,1359,2014,72.5%,U.S.A.,3.0,Dominican Republic
915,Kyya,Ecuador,1363,2014,72.5%,U.S.A.,2.5,Ecuador
916,Kyya,Madagascar,1363,2014,72.5%,U.S.A.,3.0,Madagascar
917,L.A. Burdick (Felchlin),Peru,891,2012,74%,U.S.A.,3.25,Peru
918,L.A. Burdick (Felchlin),Brazil,891,2012,70%,U.S.A.,4.0,Brazil
919,L.A. Burdick (Felchlin),Chuao,927,2012,68%,U.S.A.,3.75,Venezuela
920,L.A. Burdick (Felchlin),Quito,682,2011,74%,U.S.A.,3.75,Ecuador
921,L.A. Burdick (Felchlin),Grenada,576,2010,75%,U.S.A.,3.25,Grenada
922,L.A. Burdick (Felchlin),Dominican Republic,576,2010,74%,U.S.A.,3.75,Dominican Republic
923,L.A. Burdick (Felchlin),Venzuela,597,2010,71%,U.S.A.,3.0,Venezuela
924,L.A. Burdick (Felchlin),Madagascar,431,2009,64%,U.S.A.,3.5,Madagascar
925,L.A. Burdick (Felchlin),Bolivian,451,2009,68%,U.S.A.,3.0,Bolivia
926,La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",1892,2016,70%,Japan,2.25,Peru
927,La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",1892,2016,70%,Japan,2.5,Peru
928,La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",1892,2016,70%,Japan,3.0,Peru
929,La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",1892,2016,70%,Japan,3.0,Belize
930,La Maison du Chocolat (Valrhona),"Cuana, 2013",1121,2013,74%,France,2.75,"Africa, Carribean, C. Am."
931,La Maison du Chocolat (Valrhona),Tobago,1145,2013,60%,France,3.25,Tobago
932,La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",1189,2013,56%,France,3.25,Ecuador
933,La Maison du Chocolat (Valrhona),Loma Sotavento,891,2012,66%,France,3.5,Dominican Republic
934,La Maison du Chocolat (Valrhona),Grenada,741,2011,68%,France,3.5,Grenada
935,La Maison du Chocolat (Valrhona),Akosombo,346,2009,68%,France,3.25,Ghana
936,La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",346,2009,69%,France,3.5,Venezuela
937,La Maison du Chocolat (Valrhona),Kuruba,439,2009,60%,France,3.0,nan
938,La Maison du Chocolat (Valrhona),Orinoco,445,2009,60%,France,3.75,nan
939,La Maison du Chocolat (Valrhona),"Cuana, 2008",230,2008,74%,France,3.5,"Ven., Indonesia, Ecuad."
940,La Oroquidea,Peruvian Amazon,721,2011,72%,Peru,2.5,Peru
941,La Pepa de Oro,Vinces,713,2011,60%,Ecuador,3.25,Ecuador
942,Laia aka Chat-Noir,"Madagascar, Batch 59/100",1590,2015,75%,France,2.75,Madagascar
943,Laia aka Chat-Noir,"Vietnam, Batch 50/100",1590,2015,75%,France,2.75,Vietnam
944,Laia aka Chat-Noir,"Cuba, Batch 59/100",1590,2015,75%,France,3.0,Cuba
945,Laia aka Chat-Noir,"Peru, Batch 51/100",1590,2015,75%,France,3.25,Peru
946,Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",1594,2015,75%,France,3.0,Ivory Coast
947,Laia aka Chat-Noir,"Sao Tome, Batch 151",1638,2015,75%,France,3.5,Sao Tome
948,Laia aka Chat-Noir,"Bahia, Batch 148",1642,2015,75%,France,3.25,Brazil
949,Laia aka Chat-Noir,"Lam Dong, Batch 153",1642,2015,75%,France,3.75,Vietnam
950,Laia aka Chat-Noir,Cuba,1434,2014,70%,France,2.75,Cuba
951,Laia aka Chat-Noir,Trinidad-Tobago,1438,2014,68%,France,2.75,Trinidad-Tobago
952,Lajedo do Ouro,Catongo,927,2012,70%,Brazil,3.5,Brazil
953,Lake Champlain (Callebaut),Tanzania,327,2009,75%,U.S.A.,2.5,Tanzania
